City,State,Unnamed: 0,city,company_name,job_summary,job_title,region,state,state1,title
,,,San Diego,GreatCall,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,Data Science Software Engineer,, CA,,
,,,Carlsbad,ViaSat,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Industrial Engineering - Data Science,, CA,,
,,,Redwood City,Chan Zuckerberg Initiative,Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",, CA,,
,,,San Francisco,Nextdoor,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",Data Science Manager,, CA,,
,,,San Diego,GreatCall,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,Data Science Software Engineer,, CA,,
,,,Carlsbad,ViaSat,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Industrial Engineering - Data Science,, CA,,
,,,Redwood City,Chan Zuckerberg Initiative,Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",, CA,,
,,,San Francisco,Nextdoor,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",Data Science Manager,, CA,,
,,,San Diego,GreatCall,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,Data Science Software Engineer,, CA,,
,,,Carlsbad,ViaSat,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Industrial Engineering - Data Science,, CA,,
,,,Redwood City,Chan Zuckerberg Initiative,Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",, CA,,
,,,San Francisco,Nextdoor,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",Data Science Manager,, CA,,
,,,San Diego,GreatCall,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,Data Science Software Engineer,, CA,,
,,,Carlsbad,ViaSat,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Industrial Engineering - Data Science,, CA,,
,,,Redwood City,Chan Zuckerberg Initiative,Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",, CA,,
,,,San Francisco,Nextdoor,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",Data Science Manager,, CA,,
,,,San Diego,GreatCall,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,Data Science Software Engineer,, CA,,
,,,Carlsbad,ViaSat,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Industrial Engineering - Data Science,, CA,,
,,,Redwood City,Chan Zuckerberg Initiative,Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",, CA,,
,,,San Francisco,Nextdoor,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",Data Science Manager,, CA,,
,,,San Diego,GreatCall,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,Data Science Software Engineer,, CA,,
,,,Carlsbad,ViaSat,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Industrial Engineering - Data Science,, CA,,
,,,Redwood City,Chan Zuckerberg Initiative,Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",, CA,,
,,,San Francisco,Nextdoor,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",Data Science Manager,, CA,,
,,,San Diego,GreatCall,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,Data Science Software Engineer,, CA,,
,,,Carlsbad,ViaSat,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Industrial Engineering - Data Science,, CA,,
,,,Redwood City,Chan Zuckerberg Initiative,Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",, CA,,
,,,San Francisco,Nextdoor,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",Data Science Manager,, CA,,
,,,San Diego,GreatCall,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,Data Science Software Engineer,, CA,,
,,,Carlsbad,ViaSat,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Industrial Engineering - Data Science,, CA,,
,,,Redwood City,Chan Zuckerberg Initiative,Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",, CA,,
,,,San Francisco,Nextdoor,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",Data Science Manager,, CA,,
,,,San Diego,GreatCall,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,Data Science Software Engineer,, CA,,
,,,Carlsbad,ViaSat,"Experience in data cleansing, statistics/machine learning, and data visualization packages (i.e.Programming expertise in Python, R, MATLAB, or other Data…",Industrial Engineering - Data Science,, CA,,
,,,Redwood City,Chan Zuckerberg Initiative,Meta's Data Platform Team (DPT) builds the infrastructure and data processing pipelines to assemble a comprehensive knowledge graph for scientific data that…,"Senior Software Engineer, Meta, Science (Data Engineering + Data Science)",, CA,,
,,,San Francisco,Nextdoor,"Drive self-service for our data platform by creating and documenting data structures and sets, SQL and data tools training, and dashboard development.",Data Science Manager,, CA,,
,,,San Diego,GreatCall,Implement production Python code for products that apply algorithms to data.Perform data exploration to uncover relationships and trends in data.,Data Science Software Engineer,, CA,,
